,AGWP_ch4
596,2.5664358967741654e-12
597,2.566810596286168e-12
598,2.5671838206659708e-12
599,2.5675555803375746e-12
600,2.5679258856451214e-12
601,2.5682947468535347e-12
602,2.568662174149156e-12
603,2.5690281776403736e-12
604,2.569392767358252e-12
605,2.5697559532571475e-12
606,2.5701177452153247e-12
607,2.570478153035568e-12
608,2.5708371864457878e-12
609,2.5711948550996146e-12
610,2.5715511685769992e-12
611,2.571906136384802e-12
612,2.572259767957378e-12
613,2.572612072657157e-12
614,2.5729630597752187e-12
615,2.5733127385318654e-12
616,2.5736611180771873e-12
617,2.574008207491625e-12
618,2.574354015786523e-12
619,2.574698551904689e-12
620,2.575041824720935e-12
621,2.575383843042623e-12
622,2.575724615610207e-12
623,2.5760641510977634e-12
624,2.576402458113522e-12
625,2.576739545200394e-12
626,2.57707542083649e-12
627,2.577410093435642e-12
628,2.5777435713479095e-12
629,2.5780758628600945e-12
630,2.578406976196243e-12
631,2.578736919518146e-12
632,2.5790657009258354e-12
633,2.5793933284580773e-12
634,2.5797198100928585e-12
635,2.5800451537478715e-12
636,2.5803693672809956e-12
637,2.5806924584907717e-12
638,2.581014435116875e-12
639,2.5813353048405843e-12
640,2.581655075285245e-12
641,2.5819737540167324e-12
642,2.582291348543905e-12
643,2.582607866319063e-12
644,2.5829233147383923e-12
645,2.583237701142413e-12
646,2.5835510328164246e-12
647,2.5838633169909374e-12
648,2.5841745608421153e-12
649,2.584484771492202e-12
650,2.5847939560099496e-12
651,2.5851021214110467e-12
652,2.5854092746585343e-12
653,2.5857154226632267e-12
654,2.5860205722841248e-12
655,2.5863247303288253e-12
656,2.5866279035539297e-12
657,2.586930098665448e-12
658,2.5872313223192e-12
659,2.5875315811212105e-12
660,2.5878308816281045e-12
661,2.588129230347501e-12
662,2.588426633738396e-12
663,2.588723098211549e-12
664,2.5890186301298666e-12
665,2.5893132358087774e-12
666,2.5896069215166085e-12
667,2.5898996934749593e-12
668,2.5901915578590684e-12
669,2.59048252079818e-12
670,2.590772588375907e-12
671,2.5910617666305937e-12
672,2.5913500615556686e-12
673,2.5916374791000025e-12
674,2.5919240251682566e-12
675,2.592209705621235e-12
676,2.592494526276226e-12
677,2.5927784929073476e-12
678,2.593061611245888e-12
679,2.593343886980641e-12
680,2.593625325758241e-12
681,2.593905933183496e-12
682,2.594185714819715e-12
683,2.594464676189037e-12
684,2.5947428227727515e-12
685,2.5950201600116207e-12
686,2.5952966933061998e-12
687,2.5955724280171508e-12
688,2.5958473694655565e-12
689,2.596121522933232e-12
690,2.596394893663031e-12
691,2.5966674868591546e-12
692,2.596939307687451e-12
693,2.5972103612757184e-12
694,2.5974806527140037e-12
695,2.597750187054897e-12
696,2.598018969313825e-12
697,2.5982870044693446e-12
698,2.5985542974634286e-12
699,2.598820853201753e-12
700,2.5990866765539817e-12
701,2.5993517723540488e-12
702,2.599616145400436e-12
703,2.5998798004564517e-12
704,2.600142742250504e-12
705,2.6004049754763766e-12
706,2.600666504793495e-12
707,2.6009273348271985e-12
708,2.601187470169005e-12
709,2.601446915376873e-12
710,2.601705674975467e-12
711,2.6019637534564147e-12
712,2.602221155278566e-12
713,2.602477884868246e-12
714,2.602733946619511e-12
715,2.6029893448943998e-12
716,2.6032440840231814e-12
717,2.603498168304602e-12
718,2.6037516020061333e-12
719,2.6040043893642134e-12
720,2.6042565345844873e-12
721,2.6045080418420494e-12
722,2.6047589152816764e-12
723,2.6050091590180684e-12
724,2.6052587771360787e-12
725,2.605507773690945e-12
726,2.6057561527085215e-12
727,2.6060039181855066e-12
728,2.6062510740896687e-12
729,2.6064976243600676e-12
730,2.606743572907283e-12
731,2.606988923613629e-12
732,2.607233680333378e-12
733,2.607477846892974e-12
734,2.60772142709125e-12
735,2.6079644246996412e-12
736,2.608206843462398e-12
737,2.608448687096793e-12
738,2.6086899592933332e-12
739,2.6089306637159646e-12
740,2.6091708040022778e-12
741,2.6094103837637125e-12
742,2.6096494065857575e-12
743,2.609887876028152e-12
744,2.610125795625085e-12
745,2.6103631688853896e-12
746,2.6105999992927422e-12
747,2.6108362903058533e-12
748,2.6110720453586606e-12
749,2.6113072678605195e-12
750,2.6115419611963944e-12
751,2.611776128727043e-12
752,2.6120097737892044e-12
753,2.612242899695785e-12
754,2.6124755097360366e-12
755,2.612707607175745e-12
756,2.6129391952574055e-12
757,2.6131702772004026e-12
758,2.6134008562011875e-12
759,2.613630935433455e-12
760,2.6138605180483182e-12
761,2.6140896071744767e-12
762,2.6143182059183964e-12
763,2.6145463173644734e-12
764,2.6147739445752054e-12
765,2.615001090591359e-12
766,2.6152277584321365e-12
767,2.6154539510953398e-12
768,2.6156796715575342e-12
769,2.6159049227742115e-12
770,2.6161297076799494e-12
771,2.6163540291885734e-12
772,2.616577890193314e-12
773,2.6168012935669617e-12
774,2.6170242421620264e-12
775,2.6172467388108916e-12
776,2.6174687863259656e-12
777,2.6176903874998333e-12
778,2.6179115451054118e-12
779,2.6181322618960935e-12
780,2.618352540605901e-12
781,2.61857238394963e-12
782,2.6187917946229955e-12
783,2.619010775302782e-12
784,2.619229328646979e-12
785,2.6194474572949323e-12
786,2.619665163867478e-12
787,2.619882450967089e-12
788,2.6200993211780093e-12
789,2.6203157770663964e-12
790,2.620531821180455e-12
791,2.6207474560505744e-12
792,2.6209626841894638e-12
793,2.6211775080922862e-12
794,2.62139193023679e-12
795,2.6216059530834404e-12
796,2.6218195790755516e-12
797,2.6220328106394162e-12
798,2.622245650184432e-12
799,2.622458100103231e-12
800,2.6226701627718066e-12
801,2.622881840549637e-12
802,2.6230931357798114e-12
803,2.623304050789152e-12
804,2.623514587888339e-12
805,2.6237247493720277e-12
806,2.623934537518976e-12
807,2.624143954592156e-12
808,2.6243530028388794e-12
809,2.6245616844909112e-12
810,2.6247700017645874e-12
811,2.624977956860932e-12
812,2.6251855519657704e-12
813,2.6253927892498456e-12
814,2.625599670868928e-12
815,2.6258061989639304e-12
816,2.626012375661018e-12
817,2.6262182030717197e-12
818,2.6264236832930367e-12
819,2.626628818407553e-12
820,2.62683361048354e-12
821,2.6270380615750664e-12
822,2.6272421737221046e-12
823,2.6274459489506323e-12
824,2.6276493892727414e-12
825,2.6278524966867383e-12
826,2.628055273177249e-12
827,2.6282577207153194e-12
828,2.6284598412585183e-12
829,2.6286616367510364e-12
830,2.6288631091237843e-12
831,2.6290642602944963e-12
832,2.6292650921678236e-12
833,2.6294656066354332e-12
834,2.6296658055761053e-12
835,2.629865690855827e-12
836,2.6300652643278906e-12
837,2.6302645278329833e-12
838,2.6304634831992845e-12
839,2.6306621322425564e-12
840,2.6308604767662372e-12
841,2.6310585185615317e-12
842,2.6312562594075014e-12
843,2.6314537010711563e-12
844,2.6316508453075414e-12
845,2.6318476938598276e-12
846,2.6320442484593973e-12
847,2.632240510825932e-12
848,2.6324364826675006e-12
849,2.632632165680642e-12
850,2.6328275615504532e-12
851,2.6330226719506717e-12
852,2.633217498543758e-12
853,2.6334120429809825e-12
854,2.633606306902504e-12
855,2.633800291937452e-12
856,2.6339939997040124e-12
857,2.6341874318095013e-12
858,2.634380589850448e-12
859,2.6345734754126752e-12
860,2.634766090071375e-12
861,2.6349584353911897e-12
862,2.635150512926287e-12
863,2.6353423242204357e-12
864,2.6355338708070865e-12
865,2.6357251542094415e-12
866,2.6359161759405356e-12
867,2.636106937503304e-12
868,2.6362974403906615e-12
869,2.636487686085573e-12
870,2.636677676061126e-12
871,2.6368674117806045e-12
872,2.6370568946975593e-12
873,2.6372461262558784e-12
874,2.6374351078898572e-12
875,2.637623841024272e-12
876,2.6378123270744427e-12
877,2.638000567446308e-12
878,2.6381885635364905e-12
879,2.6383763167323627e-12
880,2.6385638284121182e-12
881,2.6387510999448363e-12
882,2.6389381326905467e-12
883,2.6391249280002978e-12
884,2.6393114872162205e-12
885,2.639497811671592e-12
886,2.6396839026909007e-12
887,2.6398697615899107e-12
888,2.6400553896757226e-12
889,2.640240788246839e-12
890,2.640425958593224e-12
891,2.640610901996365e-12
892,2.6407956197293373e-12
893,2.6409801130568593e-12
894,2.641164383235357e-12
